reportingrailroadcode,accidentnumber,date,time,accidenttype,hazmatreleasedcars,station,stateabbr,temperature,visibility_code,visibility,weathercondition,tracktype,equipmenttype,trainspeed,equipmentdamagecost,trackdamagecost,totaldamagecost,primaryaccidentcausecode,latitude,longitude,prior_temp,actual_temp,following_temp,before_temp_change,after_temp_change,across_temp_change,accident_category
CSX,000164875,2016-12-03,1:30 PM,Derailment,0,JACKSONVILLE,FL,75,2.0,Day,Clear,Main,Freight Train,5,59000,0,59000,H503,30.329507,-81.682026,56.0,58.7,67.7,2.700000000000003,9.0,11.700000000000003,Other
ATK,140764,2016-01-14,6:57 PM,Hwy-rail crossing,0,JACKSONVILLE,FL,60,4.0,Dark,Clear,Main,Passenger Train - Pulling,63,16744,0,16890,M302,30.247657,-81.698087,48.0,49.7,63.7,1.7000000000000028,14.0,15.700000000000003,Other
CSX,000156056,2016-01-14,6:57 PM,Hwy-rail crossing,0,JACKSONVILLE,FL,53,3.0,Dusk,Clear,Main,Freight Train,0,0,146,16890,M302,30.247656,-81.698087,48.0,49.7,63.7,1.7000000000000028,14.0,15.700000000000003,Other
CSX,000179886,2018-11-16,9:40 AM,Derailment,0,JACKSONVILLE,FL,40,2.0,Day,Clear,Yard,Freight Train,4,13473,696,14169,T201,30.359362,-81.716896,57.5,48.4,56.3,-9.100000000000001,7.899999999999999,-1.2000000000000028,Track-related
FEC,D12040319,2019-04-03,5:30 PM,Derailment,0,JACKSONVILLE,FL,65,2.0,Day,Clear,Yard,Yard/switching,5,20947,12860,33807,T111,30.22647,-81.592533,58.8,59.3,66.0,0.5,6.700000000000003,7.200000000000003,Track-related
NS,144242,2022-02-02,5:45 PM,Derailment,0,JAMES,GA,50,3.0,Dusk,Clear,Industry,Freight Train,9,89210,0,89210,H306,32.919674,-83.515966,46.5,56.2,66.1,9.700000000000003,9.899999999999991,19.599999999999994,Other
ATK,169821,2022-02-21,4:46 PM,Hwy-rail crossing,0,JAMESTOWN,NC,64,2.0,Day,Cloudy,Main,Passenger Train - Pulling,56,28823,0,68823,M302,35.991845,-79.938868,38.6,49.3,60.0,10.699999999999996,10.700000000000003,21.4,Other
NS,144474,2022-02-21,4:46 PM,Hwy-rail crossing,0,JAMESTOWN,NC,63,3.0,Dusk,Clear,Main,Freight Train,0,0,40000,68823,M302,35.991845,-79.938868,38.6,49.3,60.0,10.699999999999996,10.700000000000003,21.4,Other
NS,128770,2018-03-08,10:05 AM,Obstruction,0,JASPER,AL,65,2.0,Day,Clear,Main,Spec. MoW Equip.,0,4000,0,13000,H997,33.800229,-87.283701,42.6,38.6,45.3,-4.0,6.699999999999996,2.6999999999999957,Other
NS,128770,2018-03-08,10:05 AM,Obstruction,0,JASPER,AL,65,2.0,Day,Clear,Main,Spec. MoW Equip.,15,9000,0,13000,H997,33.800229,-87.283701,42.6,38.6,45.3,-4.0,6.699999999999996,2.6999999999999957,Other
CSX,000174416,2018-01-31,8:45 AM,Hwy-rail crossing,0,JEFFERSON,GA,30,2.0,Day,Clear,Main,Spec. MoW Equip.,3,17000,0,17000,M399,34.083929,-83.565254,38.0,39.5,47.6,1.5,8.100000000000001,9.600000000000001,Other
UP,0115CB004,2015-01-07,6:15 PM,Other (describe in narrative),0,JEFFERSON,IA,-15,4.0,Dark,Cloudy,Main,Freight Train,14,13250,0,13250,E27C,42.016845,-94.435443,4.0,-3.1,11.0,-7.1,14.1,7.0,Other
UP,0117LK027,2017-01-23,6:30 AM,Fire/violent rupture,0,JEFFERSON,TX,50,4.0,Dark,Clear,Main,Freight Train,30,26786,0,26786,E72L,32.859571,-94.284038,56.4,50.7,59.5,-5.699999999999996,8.799999999999997,3.1000000000000014,Other
LIRC,1117201601,2016-11-17,5:33 PM,Derailment,0,JEFFERSONVILLE,IN,68,3.0,Dusk,Clear,Yard,Freight Train,7,55000,9000,64000,M501,38.291618,-85.75295,52.5,58.1,65.9,5.600000000000001,7.800000000000004,13.400000000000006,Other
LIRC,0508201701,2017-05-08,11:45 PM,Other (describe in narrative),0,JEFFERSONVILLE,IN,60,4.0,Dark,Cloudy,Main,Freight Train,1,0,13000,13000,H702,38.317764,-85.751277,55.8,57.1,69.9,1.3000000000000043,12.800000000000004,14.100000000000009,Other
NS,128595,2018-02-21,5:10 PM,Derailment,0,JENNINGS,MO,32,3.0,Dusk,Rain,Yard,Freight Train,7,2400,26802,29202,T207,38.696169,-90.220972,58.2,30.3,38.7,-27.900000000000002,8.400000000000002,-19.5,Track-related
PATH,I120118,2018-12-01,1:47 PM,Other impacts,0,JERSEY CITY,NJ,45,2.0,Day,Clear,Yard,EMU,6,6802,18427,25229,H199,40.7322,-74.0629,39.7,41.3,49.4,1.5999999999999943,8.100000000000001,9.699999999999996,Other
PATH,I01112018,2018-01-11,7:59 PM,Other impacts,0,JERSEY CITY,NJ,44,4.0,Dark,Rain,Yard,Yard/switching,9,321978,0,321978,H222,40.724956,-74.055252,34.7,44.4,55.2,9.699999999999996,10.800000000000004,20.5,Other
NS,144522,2022-02-26,9:55 AM,Other (describe in narrative),0,JERSEY CITY,NJ,34,2.0,Day,Clear,Yard,Freight Train,5,106477,12615,119092,H702,40.750841,-74.066114,33.2,30.0,37.1,-3.200000000000003,7.100000000000001,3.8999999999999986,Other
CSX,000202828,2022-02-01,10:00 AM,Obstruction,0,JOHNSTOWN,PA,15,2.0,Day,Clear,Main,Freight Train,8,28052,96,28148,M199,40.279616,-78.919719,18.6,24.3,32.6,5.699999999999999,8.3,14.0,Other
TSWS,9122018001,2018-06-06,3:45 PM,Derailment,0,JOLIET,IL,90,2.0,Day,Clear,Yard,Yard/switching,14,90000,0,90000,H601,41.47616,-88.105001,66.6,67.1,74.1,0.5,7.0,7.5,Other
UP,0618PR012,2018-06-06,3:45 PM,Other impacts,0,JOLIET,IL,65,2.0,Day,Clear,Yard,Cut of cars,0,0,0,109139,H601,41.479806,-88.102279,66.6,67.1,74.1,0.5,7.0,7.5,Other
UP,0618PR012,2018-06-06,3:45 PM,Other impacts,0,JOLIET,IL,65,2.0,Day,Clear,Yard,Yard/switching,14,109040,99,109139,H601,41.479806,-88.102279,66.6,67.1,74.1,0.5,7.0,7.5,Other
WC,992648,2019-03-27,11:00 PM,Other impacts,0,JOLIET,IL,41,4.0,Dark,Rain,Yard,Yard/switching,1,30000,0,30000,E27C,41.540698,-88.076474,37.0,44.0,54.1,7.0,10.100000000000001,17.1,Other
IMSA,80015S001,2015-05-05,11:25 AM,RR grade crossing,0,JOLIET,IL,60,2.0,Day,Clear,Yard,Yard/switching,7,5000,8000,13000,M402,41.504975,-88.084589,66.4,57.7,66.2,-8.700000000000003,8.5,-0.20000000000000284,Other
NIRC,2019071782,2019-12-07,5:15 PM,Fire/violent rupture,0,JOLIET,IL,40,3.0,Dusk,Clear,Yard,Light loco(s),0,500000,0,500000,E74L,41.52941,-88.06969,34.7,31.4,41.2,-3.3000000000000043,9.800000000000004,6.5,Other
WC,1054704,2020-11-18,7:00 AM,Derailment,0,JOLIET,IL,33,4.0,Dark,Clear,Yard,Yard/switching,7,15684,1030,16714,T113,41.53644,-88.058509,36.3,41.6,56.0,5.300000000000004,14.399999999999999,19.700000000000003,Track-related
UP,0222PR013,2022-02-15,6:45 AM,Derailment,0,JOLIET,IL,22,1.0,Dawn,Cloudy,Yard,Freight Train,5,13297,0,13297,T319,41.482163,-88.089719,21.1,30.7,49.4,9.599999999999998,18.7,28.299999999999997,Track-related
UP,0315LK008,2015-03-09,11:22 AM,Hwy-rail crossing,0,JONESBORO,AR,40,2.0,Day,Fog,Main,Freight Train,35,20827,600,21427,M302,35.70558,-90.84959,37.6,39.5,49.1,1.8999999999999986,9.600000000000001,11.5,Other
MNA,MNA370519,2019-02-28,11:45 PM,Derailment,0,JOPLIN,MO,25,4.0,Dark,Cloudy,Yard,Freight Train,7,2887,21600,24487,T110,37.071978,-94.536189,31.5,23.8,30.9,-7.699999999999999,7.099999999999998,-0.6000000000000014,Track-related
BNSF,RD0423112,2023-04-18,6:15 AM,Other (describe in narrative),0,JUSTIN,TX,52,1.0,Dawn,Clear,Yard,Yard/switching,6,2019,21000,23019,H318,32.996393,-97.354893,63.9,67.7,74.7,3.8000000000000043,7.0,10.800000000000004,Other
UP,0118KC038,2018-01-29,5:42 PM,Derailment,0,KANSAS CITY,MO,28,2.0,Day,Clear,Yard,Single Car,8,100,0,14210,S016,39.121935,-94.504038,33.9,23.7,38.1,-10.2,14.400000000000002,4.200000000000003,Other
BNSF,KS0220106,2020-02-14,6:51 AM,Other (describe in narrative),0,KANSAS CITY,KS,5,1.0,Dawn,Clear,Yard,Yard/switching,2,45824,42188,88012,M199,39.086208,-94.694356,10.2,17.3,35.9,7.100000000000001,18.599999999999998,25.7,Other
BNSF,KS0221107,2021-02-20,2:40 PM,Derailment,0,KANSAS CITY,KS,38,2.0,Day,Clear,Yard,Yard/switching,8,9049,2500,11549,H312,39.083146,-94.680318,21.8,31.0,37.9,9.2,6.899999999999999,16.099999999999998,Other
UP,1119HL020,2019-11-23,11:45 AM,Other impacts,0,KANSAS CITY,KS,39,2.0,Day,Clear,Yard,Single Car,3,29994,0,59161,H312,39.096158,-94.658617,35.0,38.3,45.3,3.299999999999997,7.0,10.299999999999997,Other
UP,1018KC003,2018-10-04,5:00 PM,Other impacts,0,KANSAS CITY,KS,60,2.0,Day,Cloudy,Yard,Yard/switching,4,32349,1720,35020,H312,39.097315,-94.66594,82.2,59.4,66.4,-22.800000000000004,7.000000000000007,-15.799999999999997,Other
UP,1018KC003,2018-10-04,5:00 PM,Other impacts,0,KANSAS CITY,KS,60,2.0,Day,Cloudy,Yard,Cut of cars,0,951,0,35020,H312,39.097315,-94.66594,82.2,59.4,66.4,-22.800000000000004,7.000000000000007,-15.799999999999997,Other
UP,1214KC016,2014-12-31,11:15 PM,Other impacts,0,KANSAS CITY,MO,20,4.0,Dark,Cloudy,Yard,Cut of cars,0,18976,0,43073,H307,39.120125,-94.534952,18.5,14.6,27.2,-3.9000000000000004,12.6,8.7,Other
UP,0522HL008,2022-05-08,4:42 AM,Derailment,0,KANSAS CITY,KS,63,1.0,Dawn,Cloudy,Yard,Yard/switching,3,13140,3200,16340,H506,39.100332,-94.676118,63.1,68.6,80.4,5.499999999999993,11.800000000000011,17.300000000000004,Other
BNSF,KS0517108,2017-05-24,9:11 AM,Derailment,0,KANSAS CITY,KS,60,2.0,Day,Cloudy,Yard,Yard/switching,4,71889,0,71889,H503,39.081345,-94.67454,59.3,57.7,64.8,-1.5999999999999943,7.099999999999994,5.5,Other
UP,1214KC001,2014-12-01,8:38 PM,Derailment,0,KANSAS CITY,MO,19,4.0,Dark,Cloudy,Yard,Yard/switching,4,16658,600,17258,H303,39.104434,-94.596963,35.9,22.4,29.6,-13.5,7.200000000000003,-6.299999999999997,Other
UP,1214KC016,2014-12-31,11:15 PM,Other impacts,0,KANSAS CITY,MO,20,4.0,Dark,Cloudy,Yard,Yard/switching,7,20156,1392,43073,H307,39.120125,-94.534952,18.5,14.6,27.2,-3.9000000000000004,12.6,8.7,Other
UP,0218KC024,2018-02-25,7:00 PM,Derailment,0,KANSAS CITY,KS,38,4.0,Dark,Clear,Main,Freight Train,29,174004,56933,230937,M201,39.111498,-94.612024,37.6,38.8,45.8,1.1999999999999957,7.0,8.199999999999996,Other
UP,1214KC016,2014-12-31,11:15 PM,Other impacts,0,KANSAS CITY,MO,20,4.0,Dark,Cloudy,Yard,Cut of cars,0,2549,0,43073,H307,39.120125,-94.534952,18.5,14.6,27.2,-3.9000000000000004,12.6,8.7,Other
UP,0224HL011,2024-02-17,5:40 AM,Other impacts,0,KANSAS CITY,KS,12,1.0,Dawn,Clear,Yard,Yard/switching,5,31603,83100,114703,H312,39.094802,-94.653233,32.6,22.9,37.4,-9.700000000000003,14.5,4.799999999999997,Other
KCS,19022802,2019-02-28,10:00 AM,Other impacts,0,KANSAS CITY,MO,23,2.0,Day,Cloudy,Yard,Yard/switching,0,0,0,36000,H020,39.128761,-94.517204,23.1,22.6,31.0,-0.5,8.399999999999999,7.899999999999999,Other
KCT,UP121222,2022-12-12,7:08 PM,Derailment,0,KANSAS CITY,MO,46,3.0,Dusk,Rain,Main,Freight Train,0,0,0,98455,H503,39.081983,-94.606614,32.0,39.8,47.0,7.799999999999997,7.200000000000003,15.0,Other
TSWS,287202301,2023-01-31,11:30 PM,Derailment,0,KANSAS CITY,MO,26,4.0,Dark,Clear,Yard,Freight Train,3,10000,25000,35000,H503,38.833488,-94.565327,15.8,16.7,25.0,0.8999999999999986,8.3,9.2,Other
UP,1222HL009,2022-12-12,7:15 PM,Derailment,0,KANSAS CITY,MO,42,3.0,Dusk,Cloudy,Main,Freight Train,5,98455,0,98455,H503,39.082234,-94.601575,32.0,39.8,47.0,7.799999999999997,7.200000000000003,15.0,Other
KCT,UP220411,2022-04-11,7:53 AM,Derailment,0,KANSAS CITY,MO,55,1.0,Dawn,Clear,Main,Freight Train,10,180279,151722,771921,M204,39.109,-94.504,64.9,57.7,67.2,-7.200000000000003,9.5,2.299999999999997,Other
UP,1222HL001,2022-12-03,10:48 AM,Derailment,0,KANSAS CITY,MO,22,2.0,Day,Cloudy,Yard,Freight Train,5,204488,72225,276713,T220,39.120971,-94.545983,49.4,26.5,34.9,-22.9,8.399999999999999,-14.5,Other
KCS,19020101,2019-02-01,12:05 AM,Derailment,0,KANSAS CITY,MO,22,4.0,Dark,Cloudy,Yard,Light loco(s),7,18767,2217,20984,H306,39.129222,-94.533232,18.6,35.7,50.7,17.1,15.0,32.1,Other
UP,0224HL011,2024-02-17,5:40 AM,Other impacts,0,KANSAS CITY,KS,12,1.0,Dawn,Clear,Yard,Single Car,5,0,0,114703,H312,39.094802,-94.653233,32.6,22.9,37.4,-9.700000000000003,14.5,4.799999999999997,Other
BNSF,KS0115118,2015-01-23,4:50 AM,Raking collision,0,KANSAS CITY,KS,29,1.0,Dawn,Clear,Yard,Light loco(s),5,8000,0,48995,H607,39.082295,-94.69106,33.9,35.9,44.7,2.0,8.800000000000004,10.800000000000004,Other
UP,1217KC001,2017-12-02,4:10 PM,Other impacts,0,KANSAS CITY,MO,59,2.0,Day,Clear,Yard,Single Car,4,11505,0,26788,M411,39.122833,-94.514565,45.7,46.9,54.5,1.1999999999999957,7.600000000000001,8.799999999999997,Other
KCS,21120803,2021-12-08,6:40 PM,Derailment,0,KANSAS CITY,MO,47,4.0,Dark,Cloudy,Yard,Freight Train,6,99961,104750,204711,H703,39.116697,-94.565556,33.9,40.9,51.2,7.0,10.300000000000004,17.300000000000004,Other
UP,1217KC001,2017-12-02,4:10 PM,Other impacts,0,KANSAS CITY,MO,59,2.0,Day,Clear,Yard,Yard/switching,4,11129,4154,26788,M411,39.122833,-94.514565,45.7,46.9,54.5,1.1999999999999957,7.600000000000001,8.799999999999997,Other
KAW,231129006,2023-11-29,5:00 PM,Side collision,0,KANSAS CITY,KS,40,3.0,Dusk,Clear,Industry,Yard/switching,6,5000,6000,59663,H607,39.077553,-94.635735,33.2,41.9,48.8,8.699999999999996,6.899999999999999,15.599999999999994,Other
BNSF,KS0115118,2015-01-23,4:50 AM,Raking collision,0,KANSAS CITY,KS,29,1.0,Dawn,Clear,Yard,Yard/switching,3,40995,0,48995,H607,39.082295,-94.69106,33.9,35.9,44.7,2.0,8.800000000000004,10.800000000000004,Other
KAW,231129006,2023-11-29,5:00 PM,Side collision,0,KANSAS CITY,KS,40,3.0,Dusk,Clear,Yard,Yard/switching,6,38163,10500,59663,H607,39.077553,-94.635735,33.2,41.9,48.8,8.699999999999996,6.899999999999999,15.599999999999994,Other
UP,1119HL020,2019-11-23,11:45 AM,Other impacts,0,KANSAS CITY,KS,39,2.0,Day,Clear,Yard,Yard/switching,5,27667,1500,59161,H312,39.096158,-94.658617,35.0,38.3,45.3,3.299999999999997,7.0,10.299999999999997,Other
UP,0919HL015,2019-09-13,1:58 PM,Derailment,0,KANSAS CITY,MO,73,2.0,Day,Clear,Yard,Yard/switching,7,203,62860,63063,H702,39.113906,-94.481136,79.2,70.8,77.4,-8.400000000000006,6.6000000000000085,-1.7999999999999972,Other
BNSF,KS1122103,2022-11-05,8:07 AM,Derailment,0,KANSAS CITY,KS,60,1.0,Dawn,Rain,Yard,Freight Train,3,1395,0,86324,M410,39.080901,-94.672777,53.2,46.4,54.1,-6.800000000000004,7.700000000000003,0.8999999999999986,Other
UP,0315KC002,2015-03-05,1:43 AM,Derailment,0,KANSAS CITY,KS,9,4.0,Dark,Clear,Yard,Yard/switching,3,3886,54087,57973,S103,39.092662,-94.653588,25.8,23.1,43.7,-2.6999999999999993,20.6,17.900000000000002,Other
UP,0119HL036,2019-01-31,3:38 PM,Derailment,0,KANSAS CITY,MO,32,2.0,Day,Clear,Yard,Yard/switching,7,8546,105586,114132,E35C,39.12035,-94.529222,2.5,18.6,35.7,16.1,17.1,33.2,Other
CP,1000946766,2019-02-28,10:00 AM,Other impacts,0,KANSAS CITY,MO,23,2.0,Day,Cloudy,Yard,Cut of cars,1,26000,0,36000,H020,39.128761,-94.517204,23.1,22.6,31.0,-0.5,8.399999999999999,7.899999999999999,Other
KCT,UP220411,2022-04-11,7:53 AM,Derailment,0,KANSAS CITY,MO,55,1.0,Dawn,Clear,Main,Freight Train,0,0,151722,771921,M204,39.109,-94.504,64.9,57.7,67.2,-7.200000000000003,9.5,2.299999999999997,Other
BNSF,KS1122103,2022-11-05,8:07 AM,Derailment,0,KANSAS CITY,KS,60,1.0,Dawn,Rain,Yard,Yard/switching,3,34829,50100,86324,M410,39.080901,-94.672777,53.2,46.4,54.1,-6.800000000000004,7.700000000000003,0.8999999999999986,Other
BNSF,KS1221109,2021-12-08,11:20 AM,Other impacts,0,KANSAS CITY,KS,46,2.0,Day,Clear,Yard,Yard/switching,3,43470,0,43470,M411,39.085884,-94.691506,33.9,40.9,51.2,7.0,10.300000000000004,17.300000000000004,Other
BNSF,KS0221106,2021-02-19,1:12 PM,Derailment,0,KANSAS CITY,KS,25,2.0,Day,Clear,Yard,Light loco(s),5,47532,1500,49032,H702,39.076416,-94.653067,16.1,21.8,31.0,5.699999999999999,9.2,14.899999999999999,Other
UP,1217KC010,2017-12-09,7:04 PM,Other (describe in narrative),0,KANSAS CITY,KS,38,4.0,Dark,Clear,Industry,Yard/switching,6,12544,33,12577,H601,39.141719,-94.601037,30.8,33.8,41.7,2.9999999999999964,7.900000000000006,10.900000000000002,Other
BNSF,KS1221112,2021-12-14,6:17 PM,Derailment,0,KANSAS CITY,KS,65,3.0,Dusk,Clear,Yard,Yard/switching,7,17687,1629,19316,M411,39.085881,-94.68962,46.9,56.2,67.4,9.300000000000004,11.200000000000003,20.500000000000007,Other
UP,0422HL005,2022-04-11,7:53 AM,Derailment,0,KANSAS CITY,MO,50,1.0,Dawn,Cloudy,Main,Freight Train,9,180279,107919,771921,M204,39.109603,-94.501949,64.9,57.7,67.2,-7.200000000000003,9.5,2.299999999999997,Other
UP,0118KC038,2018-01-29,5:42 PM,Derailment,0,KANSAS CITY,MO,28,2.0,Day,Clear,Yard,Yard/switching,6,100,14010,14210,S016,39.121935,-94.504038,33.9,23.7,38.1,-10.2,14.400000000000002,4.200000000000003,Other
KCT,UP040218,2018-04-02,12:45 AM,Derailment,0,KANSAS CITY,MO,25,4.0,Dark,Clear,Main,Freight Train,0,0,2400,48022,T206,39.075744,-94.603956,29.9,30.4,37.2,0.5,6.800000000000004,7.300000000000004,Track-related
UP,0519HL028,2019-05-13,3:40 PM,Derailment,0,KANSAS CITY,KS,68,2.0,Day,Clear,Yard,Yard/switching,10,45357,23230,68587,T101,39.093885,-94.655163,54.4,58.8,71.0,4.399999999999999,12.200000000000003,16.6,Track-related
UP,0219HL009,2019-02-09,6:15 AM,Derailment,0,KANSAS CITY,KS,15,1.0,Dawn,Cloudy,Yard,Yard/switching,4,2443,24696,27139,T110,39.092049,-94.638707,15.0,22.9,34.6,7.899999999999999,11.700000000000003,19.6,Track-related
UP,0418KC002,2018-04-02,12:45 AM,Derailment,0,KANSAS CITY,MO,25,4.0,Dark,Cloudy,Main,Freight Train,5,4260,41362,48022,T206,39.075744,-94.603956,29.9,30.4,37.2,0.5,6.800000000000004,7.300000000000004,Track-related
KAW,200904002,2020-09-04,5:20 AM,Derailment,0,KANSAS CITY,KS,58,1.0,Dawn,Clear,Yard,Freight Train,3,0,28500,28500,T319,39.07831,-94.637167,74.1,71.3,79.3,-2.799999999999997,8.0,5.200000000000003,Track-related
KAW,220527004,2022-05-27,6:40 PM,Derailment,0,KANSAS CITY,MO,80,2.0,Day,Clear,Industry,Freight Train,5,0,17500,17500,T110,39.09384,-94.54024,58.7,64.4,74.5,5.700000000000003,10.099999999999994,15.799999999999997,Track-related
BNSF,HL1221123,2021-12-29,4:15 AM,Derailment,0,KANSAS CITY,MO,25,1.0,Dawn,Cloudy,Yard,Freight Train,9,241000,55400,296400,T207,39.148013,-94.584833,44.5,28.1,35.3,-16.4,7.199999999999996,-9.200000000000003,Track-related
BNSF,KS0115115,2015-01-27,4:50 PM,Derailment,0,KANSAS CITY,KS,38,2.0,Day,Clear,Yard,Yard/switching,7,36491,100477,136968,T319,39.079878,-94.672824,42.7,43.3,56.9,0.5999999999999943,13.600000000000001,14.199999999999996,Track-related
KAW,231129007,2023-11-29,9:00 PM,Derailment,0,KANSAS CITY,KS,40,4.0,Dark,Clear,Industry,Yard/switching,4,1143,18000,19143,T110,39.078144,-94.627829,33.2,41.9,48.8,8.699999999999996,6.899999999999999,15.599999999999994,Track-related
UP,1016KC016,2016-10-27,1:05 AM,Derailment,0,KANSAS CITY,MO,50,4.0,Dark,Clear,Yard,Freight Train,6,41594,42362,83956,T210,39.123392,-94.535053,66.7,59.0,70.1,-7.700000000000003,11.099999999999994,3.3999999999999915,Track-related
UP,0316KC012,2016-03-21,12:30 PM,Derailment,0,KANSAS CITY,MO,65,2.0,Day,Cloudy,Main,Freight Train,10,8923,0,32582,T314,39.110705,-94.4982,40.8,49.1,61.8,8.300000000000004,12.699999999999996,21.0,Track-related
BNSF,KS0118109,2018-01-13,9:15 AM,Derailment,0,KANSAS CITY,KS,8,2.0,Day,Clear,Yard,Yard/switching,4,14525,1200,20936,T305,39.08445,-94.690455,14.1,17.6,25.6,3.5000000000000018,8.0,11.500000000000002,Track-related
BNSF,KS1215108,2015-12-18,2:10 AM,Derailment,0,KANSAS CITY,KS,25,4.0,Dark,Clear,Yard,Freight Train,7,15060,29000,44060,T314,39.077956,-94.663717,32.4,33.2,40.0,0.8000000000000043,6.799999999999997,7.600000000000001,Track-related
BNSF,HL0119125,2019-01-20,12:15 PM,Derailment,0,KANSAS CITY,MO,20,2.0,Day,Cloudy,Yard,Yard/switching,7,87603,374000,461603,T110,39.134924,-94.586462,19.8,16.8,26.5,-3.0,9.7,6.699999999999999,Track-related
UP,0418KC001,2018-04-02,12:34 AM,Derailment,0,KANSAS CITY,KS,25,4.0,Dark,Cloudy,Yard,Yard/switching,10,32166,24621,56787,T210,39.094802,-94.653233,29.8,30.3,37.2,0.5,6.900000000000002,7.400000000000002,Track-related
KCT,UP3212016,2016-03-21,12:40 PM,Derailment,0,KANSAS CITY,MO,65,2.0,Day,Cloudy,Main,Freight Train,0,0,23659,32582,T314,39.110705,-94.4982,40.8,49.1,61.8,8.300000000000004,12.699999999999996,21.0,Track-related
BNSF,KS0118109,2018-01-13,9:15 AM,Derailment,0,KANSAS CITY,KS,8,2.0,Day,Clear,Yard,Cut of cars,0,5211,0,20936,T305,39.08445,-94.690455,14.1,17.6,25.6,3.5000000000000018,8.0,11.500000000000002,Track-related
CSX,000173062,2017-11-27,1:48 AM,Derailment,2,KATHLEEN,FL,49,4.0,Dark,Fog,Main,Freight Train,26,311815,277056,588871,E53C,28.130937,-82.033728,61.7,61.4,68.4,-0.30000000000000426,7.000000000000007,6.700000000000003,Other
UP,0416SA016,2016-04-24,2:40 PM,Derailment,0,KATY,TX,72,2.0,Day,Fog,Industry,Freight Train,8,4428,10636,15064,T111,29.785984,-95.809712,70.8,68.4,75.8,-2.3999999999999915,7.3999999999999915,5.0,Track-related
LSRC,D230203,2023-02-03,7:47 AM,Derailment,0,KAWKAWLIN,MI,22,4.0,Dark,Clear,Main,Freight Train,10,65914,0,94738,M405,43.650911,-83.93771,22.8,7.7,18.5,-15.100000000000001,10.8,-4.300000000000001,Other
HESR,HES319823O,2023-02-03,7:50 AM,Derailment,0,KAWKAWLIN,MI,6,4.0,Dark,Clear,Main,Freight Train,0,0,28824,94738,M204,43.650911,-83.93771,22.8,7.7,18.5,-15.100000000000001,10.8,-4.300000000000001,Other
UP,1114NP022,2014-11-17,12:30 PM,Hwy-rail crossing,0,KEARNEY,NE,20,2.0,Day,Snow,Main,Freight Train,45,8000,10542,18542,M302,40.724657,-98.950125,14.5,14.0,24.6,-0.5,10.600000000000001,10.100000000000001,Other
NJTR,201512672,2015-12-09,9:15 PM,Derailment,0,KEARNY,NJ,48,4.0,Dark,Clear,Yard,Yard/switching,6,11000,0,11000,H401,40.743261,-74.105691,43.3,45.8,53.8,2.5,8.0,10.5,Other
NJTR,201505313,2015-05-24,9:05 AM,Other impacts,0,KEARNY,NJ,70,2.0,Day,Clear,Yard,Yard/switching,2,16037,0,16037,H310,40.74412,-74.110988,59.2,67.5,74.8,8.299999999999997,7.299999999999997,15.599999999999994,Other
NJTR,202204189,2022-04-13,8:15 PM,Derailment,0,KEARNY,NJ,55,4.0,Dark,Clear,Yard,Yard/switching,5,24831,1362,26193,H704,40.743539,-74.111817,59.5,61.2,69.2,1.7000000000000028,8.0,9.700000000000003,Other
NJTR,201702039,2017-01-31,8:30 PM,Other impacts,0,KEARNY,NJ,32,4.0,Dark,Cloudy,Yard,Yard/switching,9,36142,718,73002,H306,40.744315,-74.107928,33.8,29.3,40.0,-4.4999999999999964,10.7,6.200000000000003,Other
NJTR,201707224,2017-06-17,8:30 PM,Derailment,0,KEARNY,NJ,70,3.0,Dusk,Clear,Yard,Light loco(s),9,34479,300,34779,H704,40.744358,-74.102376,66.2,68.3,77.9,2.0999999999999943,9.600000000000009,11.700000000000003,Other
NJTR,201702039,2017-01-31,8:30 PM,Other impacts,0,KEARNY,NJ,32,4.0,Dark,Cloudy,Yard,Light loco(s),3,36142,0,73002,H306,40.744315,-74.107928,33.8,29.3,40.0,-4.4999999999999964,10.7,6.200000000000003,Other
NJTR,202111478,2021-10-19,11:20 PM,Derailment,0,KEARNY,NJ,65,4.0,Dark,Clear,Yard,EMU,2,9000,3353,12353,H303,40.74437,-74.101171,53.5,56.8,67.0,3.299999999999997,10.200000000000003,13.5,Other
NJTR,201811544,2018-11-24,5:30 AM,Derailment,0,KEARNY,NJ,37,4.0,Dark,Cloudy,Yard,Yard/switching,5,11500,1874,13374,H992,40.743722,-74.100939,23.8,36.7,50.7,12.900000000000002,14.0,26.900000000000002,Other
NJTR,201703090,2017-03-06,4:26 PM,Derailment,0,KEARNY,NJ,38,2.0,Day,Clear,Yard,Yard/switching,3,24000,15780,39780,T222,40.744238,-74.109746,25.4,34.5,47.5,9.100000000000001,13.0,22.1,Other
NJTR,202011407,2020-11-25,1:01 AM,Derailment,0,KEARNY,NJ,47,4.0,Dark,Cloudy,Yard,Yard/switching,5,51568,18289,69857,T110,40.743331,-74.106141,43.8,48.9,58.0,5.100000000000001,9.100000000000001,14.200000000000003,Track-related
UP,0123HO029,2023-01-27,10:15 PM,Derailment,3,KEATCHIE,LA,44,4.0,Dark,Clear,Main,Freight Train,30,1045652,817711,1863363,E53C,32.200361,-93.890747,41.6,44.8,54.8,3.1999999999999957,10.0,13.199999999999996,Other
