reportingrailroadcode,accidentnumber,date,time,accidenttype,hazmatreleasedcars,station,stateabbr,temperature,visibility_code,visibility,weathercondition,tracktype,equipmenttype,trainspeed,equipmentdamagecost,trackdamagecost,totaldamagecost,primaryaccidentcausecode,latitude,longitude
CSX,000178042,2018-08-07,10:51 AM,Derailment,0,BUFFALO,NY,73.0,2,Day,Cloudy,Yard,Yard/switching,6,19801,1440,21241,T001,42.901972999999998,-78.773441000000005
CSX,000182665,2019-04-30,12:25 AM,Derailment,0,MILLBURY,OH,42.0,4,Dark,Cloudy,Yard,Freight Train,7,21848,1017,22865,T111,41.544006000000003,-83.485653999999997
CSX,000138406,2014-12-03,11:45 PM,Derailment,0,PARMA,OH,35.0,4,Dark,Clear,Industry,Yard/switching,7,20456,500,20956,T110,41.406978000000002,-81.787481999999997
CSX,000188525,2020-02-19,8:44 AM,Derailment,0,CINCINNATI,OH,25.0,2,Day,Clear,Yard,Cut of cars,0,84949,0,625123,T207,39.125335,-84.540043999999995
CSX,000175393,2018-03-24,10:53 AM,Derailment,0,LIMA,OH,36.0,2,Day,Clear,Yard,Yard/switching,7,115993,0,196239,T311,40.745353999999999,-84.101095000000001
BNSF,RD0421108,2021-04-19,11:35 AM,Derailment,0,MADILL,OK,60.0,2,Day,Clear,Industry,Light loco(s),8,10082,2000,12082,T112,34.073920000000001,-96.757835999999998
AB,DR16001,2016-04-12,12:45 PM,Derailment,0,KENT,OH,65.0,2,Day,Clear,Main,Freight Train,5,1631,34073,42561,T110,41.246653000000002,-81.365650000000002
CSX,000156748,2016-02-02,11:20 PM,Derailment,0,FOSTORIA,OH,29.0,4,Dark,Clear,Industry,Freight Train,6,22003,15000,37003,T205,41.152943,-83.414597999999998
BNSF,SF0716100,2016-07-03,8:15 PM,Derailment,0,ST LOUIS,MO,70.0,3,Dusk,Cloudy,Yard,Freight Train,3,14940,120000,134940,T210,38.605448000000003,-90.310731000000004
SLWC,160602002,2016-06-02,7:30 AM,Derailment,0,TULSA,OK,75.0,1,Dawn,Clear,Main,Freight Train,8,12592,0,52592,T110,36.160462000000003,-95.984322000000006
WE,170096,2017-08-23,2:00 PM,Derailment,0,NORWALK,OH,65.0,2,Day,Clear,Main,Freight Train,24,35024,109445,144469,T110,41.240223999999998,-82.619073999999998
ATK,146920,2017-04-03,9:00 AM,Derailment,0,NEW YORK NEW YORK,NY,55.0,2,Day,Clear,Main,,0,0,718000,963409,T113,40.751736999999999,-73.996820999999997
CWRO,201727,2017-04-12,10:25 PM,Derailment,0,CLEVELAND,OH,49.0,4,Dark,Clear,Industry,Yard/switching,3,7500,8000,15500,T101,41.463358999999997,-81.676125999999996
ATK,138544,2015-07-30,7:35 PM,Other (describe in narrative),0,RAHWAY,NJ,82.0,3,Dusk,Clear,Main,Passenger Train - Pulling,30,20000,1000,21000,T404,40.701138,-74.234598000000005
AB,DR16003,2016-06-19,8:03 AM,Derailment,0,KENT,OH,69.0,2,Day,Clear,Main,Freight Train,7,10500,65000,75500,T110,41.084350000000001,-81.215923000000004
WE,170053,2017-04-19,11:00 PM,Derailment,0,SPENCER,OH,60.0,4,Dark,Rain,Main,Freight Train,10,31771,16897,48668,T316,41.103122999999997,-82.122472000000002
CSX,000202646,2022-01-24,8:15 PM,Derailment,0,YOUNGSTOWN,OH,25.0,4,Dark,Cloudy,Main,Freight Train,25,61506,252400,313906,T206,41.094250000000002,-80.642882999999998
SKOL,161207003,2016-12-07,9:15 PM,Derailment,0,RAMONA,OK,29.0,4,Dark,Clear,Main,Freight Train,10,34998,4500,39498,T210,36.532341000000002,-95.923057999999997
NS,129639,2018-05-29,7:30 PM,Derailment,0,LOUDONVILLE,OH,78.0,3,Dusk,Clear,Main,Freight Train,32,5,13606,13611,T109,40.651587999999997,-82.251819999999995
NS,134173,2019-06-02,1:15 PM,Derailment,0,CAMPBELL,OH,72.0,2,Day,Clear,Main,Yard/switching,7,700,208897,209597,T314,41.076726999999998,-80.615185999999994
NS,134414,2019-06-20,9:00 AM,Derailment,0,PORTSMOUTH,OH,72.0,2,Day,Rain,Yard,Freight Train,7,205742,73809,279551,T207,38.736130000000003,-82.968653000000003
TSU,12019,2019-01-28,3:40 PM,Derailment,0,SAPULPA,OK,47.0,2,Day,Clear,Siding,Freight Train,6,5100,10325,15425,T101,36.001716999999999,-96.103471999999996
BNSF,RD1222119,2022-12-16,1:56 PM,Derailment,0,ENID,OK,43.0,2,Day,Clear,Yard,Yard/switching,5,12165,1000,13165,T314,36.412219,-97.851104000000007
CWRO,201680,2016-12-11,3:45 PM,Derailment,0,CLEVELAND,OH,30.0,2,Day,Cloudy,Industry,Yard/switching,10,30000,1500,31500,T106,41.464336000000003,-81.677548000000002
NJTR,202209364,2022-09-01,2:52 PM,Other (describe in narrative),0,NEW YORK NEW YORK,NY,84.0,2,Day,Clear,Main,Commuter Train - Pulling,45,48583,0,50683,T404,40.756678999999998,-74.008059000000003
SLWC,160428001,2016-04-28,1:00 AM,Derailment,0,OKLAHOMA CITY,OK,65.0,4,Dark,Clear,Yard,Freight Train,5,15008,0,16008,T102,35.455983000000003,-97.507375999999994
ATK,151127,2017-12-24,3:19 PM,Derailment,0,RENSSELAER,NY,32.0,4,Dark,Clear,Yard,Light loco(s),4,45679,0,45679,T110,42.641168999999998,-73.740874000000005
BNSF,RD0719122,2019-07-23,1:14 PM,Derailment,0,MILL CREEK,OK,90.0,2,Day,Clear,Yard,Light loco(s),4,50000,0,50000,T103,34.467564000000003,-96.841921999999997
NJTR,202307283,2023-06-24,7:59 AM,Other (describe in narrative),0,NEW YORK NEW YORK,NY,77.0,2,Day,Clear,Main,Commuter Train - Pulling,0,18797,0,18797,T404,40.750779999999999,-73.994254999999995
SKOL,211028,2021-10-28,12:25 AM,Derailment,0,OWASSO,OK,52.0,4,Dark,Rain,Yard,Freight Train,5,57019,16839,140546,T201,36.267487000000003,-95.859392999999997
ATK,172443,2022-09-01,2:52 PM,Other (describe in narrative),0,NEW YORK,NY,84.0,2,Day,Clear,Main,,0,0,2100,50683,T404,40.756678999999998,-74.008059000000003
NJTR,201609492,2016-09-19,5:40 AM,Other (describe in narrative),0,TRENTON,NJ,75.0,1,Dawn,Rain,Main,EMU,15,11000,0,12000,T404,40.218913000000001,-74.753415000000004
ATK,149157,2017-08-23,3:30 AM,Derailment,0,NEW YORK NEW YORK,NY,70.0,4,Dark,Clear,Main,Commuter Train - Pulling,10,34114,1000,35114,T110,40.751905000000001,-73.996713
LI,78298,2022-10-26,9:30 PM,Derailment,0,HOLLIS,NY,64.0,4,Dark,Cloudy,Yard,EMU,4,400,13346,13746,T110,40.705979999999997,-73.779189000000002
CSX,000199102,2021-07-27,11:00 PM,Derailment,0,FEURA BUSH,NY,66.0,4,Dark,Clear,Yard,Yard/switching,2,130945,8942,139887,T303,42.565902999999999,-73.854184000000004
WE,200071,2020-08-02,12:00 PM,Derailment,0,AKRON,OH,72.0,2,Day,Clear,Siding,Freight Train,5,30000,12000,42000,T110,41.087454000000001,-81.501422000000005
NS,131293,2018-10-11,8:45 AM,Derailment,0,BELLEVUE,OH,56.0,2,Day,Clear,Yard,Freight Train,11,13148,24330,37478,T314,41.288305999999999,-82.801342000000005
BNSF,RD1017129,2017-10-24,9:20 AM,Derailment,0,TULSA,OK,63.0,2,Day,Clear,Main,,0,0,208000,208000,T110,36.158571000000002,-95.985949000000005
IORY,IOR212017D,2017-02-09,2:35 AM,Derailment,0,LIMA,OH,18.0,4,Dark,Snow,Yard,Freight Train,8,18280,11800,30080,T210,40.766252999999999,-84.089792000000003
GNBC,G11302019,2019-11-30,12:53 PM,Other impacts,0,CLINTON,OK,55.0,2,Day,Clear,Industry,Freight Train,3,0,68500,68500,T499,35.484729999999999,-98.974639999999994
BNSF,RD1118120,2018-11-11,4:33 AM,Derailment,0,GENE AUTRY,OK,45.0,1,Dawn,Clear,Industry,Freight Train,3,14062,500,14562,T403,34.315883999999997,-97.016199999999998
KRR,933419D,2019-01-08,6:45 AM,Derailment,0,BOKCHITO,OK,40.0,1,Dawn,Clear,Main,Freight Train,22,665000,128000,793000,T207,34.016913000000002,-96.152378999999996
CP,1000422381,2016-07-12,5:18 PM,Derailment,0,ALBANY,NY,88.0,2,Day,Clear,Yard,Light loco(s),4,54916,0,62144,T303,42.630274,-73.763677999999999
NS,152295,2023-02-01,2:20 AM,Derailment,0,KINSTON,NC,53.0,4,Dark,Rain,Industry,Freight Train,3,600,16089,16689,T110,35.240267000000003,-77.549636000000007
BNSF,RD0422105,2022-04-05,7:00 PM,Derailment,0,TULSA,OK,55.0,3,Dusk,Cloudy,Yard,Freight Train,7,28317,50000,78317,T110,36.126023000000004,-96.019361000000004
LI,69992,2019-06-23,8:03 PM,Derailment,0,NEW YORK NEW YORK,NY,75.0,3,Dusk,Clear,Yard,EMU,10,11000,49779,60779,T111,40.754344000000003,-74.001270000000005
SKOL,D523114,2014-12-05,4:35 PM,Derailment,0,OWASSO,OK,40.0,2,Day,Rain,Yard,Yard/switching,5,23963,5000,28963,T205,36.161624000000003,-95.877317000000005
GNBC,G08252022,2022-08-25,1:27 PM,Derailment,0,AMES,OK,90.0,2,Day,Cloudy,Main,Freight Train,9,0,69000,69000,T201,36.196959999999997,-98.242369999999994
CCT,031224DR,2024-03-12,7:30 AM,Derailment,0,STOCKTON,CA,45.0,2,Day,Clear,Yard,,0,0,9600,28600,T001,37.975439999999999,-121.266508
BNSF,RD0119125,2019-01-23,6:02 PM,Derailment,0,TULSA,OK,30.0,3,Dusk,Cloudy,Yard,Light loco(s),4,15000,800,15800,T202,36.126085000000003,-96.012832000000003
UP,0617TC003,2017-06-07,3:11 PM,Derailment,0,ROSEMOUNT,MN,90.0,2,Day,Clear,Yard,Yard/switching,6,51187,150,51337,T403,44.784579999999998,-93.047210000000007
CSX,000187197,2019-12-17,10:38 AM,Derailment,0,OREGON,OH,32.0,2,Day,Cloudy,Yard,Yard/switching,9,19622,2000,21622,T207,41.668965999999998,-83.473558999999995
CWRO,201919,2019-05-04,5:35 AM,Derailment,0,CLEVELAND,OH,46.0,4,Dark,Clear,Industry,Yard/switching,4,12000,1500,13500,T203,41.462299999999999,-81.672899999999998
CSX,000174872,2018-02-24,10:30 PM,Derailment,0,SELKIRK,NY,35.0,4,Dark,Clear,Yard,Yard/switching,8,28579,43876,72455,T111,42.565902999999999,-73.854184000000004
LI,74367,2021-03-27,11:21 AM,Derailment,0,GARDEN CITY,NY,60.0,2,Day,Clear,Siding,Work train,5,7185,40035,47220,T111,40.726649000000002,-73.625434999999996
SLWC,1901419002,2019-04-19,1:30 AM,Derailment,0,LAWTON,OK,68.0,4,Dark,Clear,Yard,Freight Train,13,70000,20000,90000,T102,34.604706,-98.511538000000002
NS,118320,2015-11-22,7:00 PM,Derailment,0,MINGO JUNCTION,OH,25.0,3,Dusk,Clear,Yard,Cut of cars,0,5625,0,66625,T210,40.310308999999997,-80.610636999999997
CSX,000207919,2022-10-20,1:30 AM,Derailment,0,SYRACUSE,NY,41.0,4,Dark,Rain,Industry,Freight Train,4,16380,96,16476,T112,43.087235,-76.124076000000002
BNSF,RD0121102,2021-01-03,10:10 PM,Derailment,0,TULSA,OK,39.0,4,Dark,Clear,Main,Freight Train,10,25437,349000,374437,T207,36.094380000000001,-96.035533999999998
ATK,139799,2015-10-21,1:00 AM,Other (describe in narrative),0,NEW YORK NEW YORK,NY,60.0,4,Dark,Clear,Main,,0,0,1000,35704,T404,40.752116999999998,-73.997657000000004
PNWR,PNW643514D,2014-10-24,11:40 PM,Derailment,0,BLODGETT,OR,60.0,4,Dark,Fog,Main,Freight Train,10,20000,18336,38336,T113,44.604999999999997,-123.526111
NS,151755,2022-12-19,11:34 PM,Derailment,0,CINCINNATI,OH,31.0,4,Dark,Clear,Yard,Freight Train,9,79000,27245,106245,T202,39.177987999999999,-84.484639999999999
NS,141334,2021-04-24,5:34 AM,Derailment,0,CHEEKTOWAGA,NY,45.0,1,Dawn,Clear,Yard,Freight Train,15,170078,27427,197505,T207,42.897629000000002,-78.751379999999997
IORY,IOR837721D,2021-07-23,12:45 AM,Derailment,0,WASHINGTON COURT HOU,OH,64.0,4,Dark,Clear,Main,Freight Train,7,22606,1100,23706,T204,39.536667000000001,-83.445555999999996
BNSF,KS0724105,2024-07-11,5:27 PM,Derailment,2,WOODWARD,OK,98.0,3,Dusk,Clear,Main,Freight Train,44,1366400,715558,2081958,T109,36.438983,-99.399961000000005
CSX,000170209,2017-07-14,3:30 AM,Derailment,0,NEW YORK -BRONX,NY,68.0,4,Dark,Cloudy,Yard,,0,0,2351,50249,T311,40.804146000000003,-73.908687
UP,1115FW006,2015-11-07,10:30 AM,Derailment,0,STRINGTOWN,OK,63.0,2,Day,Clear,Industry,Freight Train,5,18138,5440,23578,T202,34.476458000000001,-96.050219999999996
CSX,000172531,2017-10-31,3:25 AM,Derailment,0,TERRE HAUTE,IN,32.0,4,Dark,Clear,Industry,Freight Train,8,91330,48,166378,T203,39.409374999999997,-87.381097999999994
BNSF,SW0821109,2021-08-24,1:45 PM,Derailment,0,CARLSBAD,NM,90.0,2,Day,Clear,Yard,Light loco(s),5,500,12572,13072,T110,32.422435,-104.225201
CSX,000211526,2023-05-28,6:46 PM,Derailment,0,WALBRIDGE,OH,70.0,3,Dusk,Clear,Yard,Yard/switching,6,14905,464,15369,T206,41.589911000000001,-83.496928999999994
DMVW,DE32521,2021-03-25,5:45 PM,Derailment,0,GARRISON,ND,42.0,2,Day,Clear,Industry,Freight Train,9,0,26575,26575,T199,47.655797,-101.425417
NS,133402,2019-03-30,10:30 AM,Derailment,0,STEUBENVILLE,OH,62.0,2,Day,Clear,Siding,Freight Train,9,252105,157547,409652,T111,40.374827000000003,-80.611406000000002
LI,81515,2023-12-21,2:50 PM,Derailment,0,RICHMOND HILL,NY,40.0,2,Day,Clear,Yard,Yard/switching,4,0,23273,23273,T210,40.697332000000003,-73.823054999999997
NS,139819,2020-11-24,4:04 AM,Derailment,0,COLLINSVILLE,OH,37.0,1,Dawn,Clear,Siding,Freight Train,18,612368,71152,683520,T207,39.501331,-84.583292
UP,1218MA075,2018-12-27,12:30 PM,Derailment,0,SHREVEPORT,LA,60.0,2,Day,Clear,Industry,Yard/switching,10,17911,1806,19717,T110,32.432698000000002,-93.909649999999999
UP,0420GL009,2020-04-13,10:29 AM,Derailment,0,GRAND ISLAND,NE,31.0,2,Day,Clear,Yard,Cut of cars,0,11592,0,119595,T101,40.932859000000001,-98.325345999999996
WE,140126,2014-12-07,7:30 AM,Derailment,0,CANTON,OH,30.0,4,Dark,Clear,Yard,Freight Train,5,6108,19692,25800,T110,40.769602999999996,-81.410043000000002
CSX,000152198,2015-09-19,5:30 PM,Side collision,0,SELKIRK,NY,75.0,3,Dusk,Clear,Yard,Cut of cars,9,36000,50,36210,T305,42.566588000000003,-73.852295999999996
MNJ,MNJ00123,2023-02-15,10:30 AM,Derailment,0,MIDDLETOWN,NY,53.0,2,Day,Clear,Siding,Freight Train,5,2078,0,75641,T110,41.45805,-74.366389999999996
MNCW,79089,2023-02-15,10:30 AM,Derailment,0,MIDDLETOWN,NY,53.0,2,Day,Clear,Siding,,0,0,73563,75641,T110,41.45805,-74.366389999999996
NJTR,201704133,2017-04-14,3:10 PM,Other (describe in narrative),0,NEW YORK NEW YORK,NY,60.0,2,Day,Clear,Main,Commuter Train - Pulling,50,15000,0,17000,T404,40.759086000000003,-74.011437999999998
WE,160042,2016-04-12,12:45 PM,Derailment,0,KENT,OH,65.0,2,Day,Clear,Main,,0,0,6857,42561,T110,41.246653000000002,-81.365650000000002
CSX,000178370,2018-08-23,8:49 AM,Derailment,0,OREGON,OH,70.0,2,Day,Cloudy,Yard,Yard/switching,5,39841,2408,42249,T111,41.669446000000001,-83.472781999999995
BNSF,RD0518118,2018-05-16,10:00 PM,Derailment,0,DEL CITY,OK,75.0,4,Dark,Clear,Main,Freight Train,10,10000,0,314410,T401,35.498331,-97.184447000000006
NS,136475,2019-12-11,2:10 PM,Derailment,0,BUFFALO,NY,19.0,2,Day,Snow,Yard,Freight Train,7,10064,2500,12564,T110,42.841783,-78.841835000000003
NDW,NDW190911D,2019-09-11,10:20 AM,Broken train collision,0,NAPOLEON,OH,84.0,2,Day,Rain,Main,Yard/switching,3,33000,17500,50500,T319,41.241295999999998,-84.063647000000003
SKOL,210721003,2021-07-21,2:30 AM,Derailment,0,BARTLESVILLE,OK,64.0,4,Dark,Clear,Main,Freight Train,10,14515,1625,16140,T102,36.748077000000002,-95.983508
CSX,000167102,2017-02-27,5:24 PM,Derailment,0,CLEVELAND,OH,42.0,3,Dusk,Cloudy,Yard,Yard/switching,7,24270,1176,25446,T311,41.571339000000002,-81.556839999999994
WE,180006,2018-01-12,6:15 PM,Derailment,0,AKRON,OH,10.0,4,Dark,Snow,Industry,Yard/switching,8,185000,4059,189059,T110,41.062727000000002,-81.432547999999997
NS,130226,2018-07-16,8:45 PM,Derailment,0,PAINTED POST,NY,72.0,4,Dark,Rain,Yard,Freight Train,7,46726,2527,49253,T207,42.140279,-77.116049000000004
ATK,156482,2018-11-25,9:08 AM,Other (describe in narrative),0,NEW YORK -QUEENS,NY,50.0,2,Day,Cloudy,Main,Passenger Train - Pulling,30,13396,0,13396,T404,40.916471000000001,-73.780112000000003
NYA,91117,2017-09-11,5:15 PM,Derailment,0,NEW YORK -QUEENS,NY,70.0,2,Day,Clear,Yard,Yard/switching,7,1000,39200,40200,T319,40.707016000000003,-73.889954000000003
NS,128545,2018-02-15,4:07 PM,Derailment,0,ATTICA,NY,49.0,3,Dusk,Clear,Main,Freight Train,36,402302,2549657,2951959,T002,42.865139999999997,-78.250141999999997
CSX,000209444,2023-01-23,11:59 AM,Derailment,0,GREENWICH,OH,38.0,2,Day,Cloudy,Main,Freight Train,36,295058,39312,334370,T399,41.034678,-82.512009000000006
CSX,000152198,2015-09-19,5:30 PM,Side collision,0,SELKIRK,NY,75.0,3,Dusk,Clear,Yard,Cut of cars,0,160,0,36210,T305,42.566588000000003,-73.852295999999996
ATK,171660,2022-08-11,12:33 PM,Other (describe in narrative),0,BALTIMORE,MD,85.0,2,Day,Cloudy,Main,Passenger Train - Pulling,24,0,13582,13582,T404,39.306170000000002,-76.604168000000001
UP,0118PD032,2018-01-27,4:30 AM,Other impacts,0,PORTLAND,OR,42.0,4,Dark,Clear,Yard,Cut of cars,0,2874,0,11826,T102,45.545287000000002,-122.680817
NJTR,201509545,2015-09-08,12:41 PM,Other (describe in narrative),0,MADISON,NJ,92.0,2,Day,Clear,Main,Commuter Train - Pulling,40,60171,177,60348,T404,40.762117000000003,-74.419021999999998
ATK,166138,2020-12-26,6:40 AM,Derailment,0,RENSSELAER,NY,22.0,4,Dark,Cloudy,Yard,Yard/switching,5,14643,200,14843,T002,42.653061000000001,-73.739270000000005
NS,116377,2015-07-04,11:45 PM,Derailment,0,BELLEVUE,OH,58.0,4,Dark,Clear,Yard,Freight Train,7,19950,19873,39823,T313,41.273353999999998,-82.834598
ATK,160521,2019-08-04,11:02 AM,Other (describe in narrative),0,NEW YORK,NY,85.0,2,Day,Clear,Main,Passenger Train - Pulling,15,15240,0,15240,T399,40.750487999999997,-73.992945000000006
BNSF,RD0320130,2020-03-25,4:35 PM,Derailment,0,OKLAHOMA CITY,OK,72.0,2,Day,Clear,Yard,Freight Train,8,13271,5000,18271,T001,35.374403000000001,-97.480468999999999
NS,113068,2014-11-18,6:30 AM,Derailment,0,MILAN,OH,10.0,1,Dawn,Clear,Siding,Freight Train,18,568050,217729,785779,T207,41.333903999999997,-82.584373999999997
NJTR,201811518,2018-10-31,9:30 AM,Derailment,0,LONG ISLAND CITY,NY,60.0,2,Day,Clear,Yard,Commuter Train - Pulling,0,24911,0,25661,T112,0.0,0.0
HRRC,0123,2023-01-24,9:05 AM,Derailment,0,NEW MILFORD,CT,35.0,2,Day,Cloudy,Main,Freight Train,10,0,105274,105274,T110,41.583691000000002,-73.405970999999994
CSX,000212721,2023-08-04,7:59 AM,Derailment,0,SCHENECTADY,NY,70.0,1,Dawn,Clear,Main,Freight Train,40,1216049,373707,1589756,T304,42.901544000000001,-74.089915000000005
CSX,000162687,2016-09-06,2:45 AM,Derailment,0,CINCINNATI,OH,76.0,4,Dark,Cloudy,Yard,Yard/switching,7,17881,4056,21937,T207,39.104289000000001,-84.538797000000002
NS,135918,2019-10-22,11:50 PM,Derailment,0,HUDSON,OH,48.0,4,Dark,Clear,Siding,Freight Train,4,700,19571,20271,T110,41.215341000000002,-81.399254999999997
NJTR,201509547,2015-09-20,9:20 PM,Derailment,0,KEARNY,NJ,70.0,4,Dark,Clear,Yard,Light loco(s),3,29200,4700,33900,T113,40.744363,-74.101130999999995
APRR,07161601,2016-07-12,5:18 PM,Derailment,0,ALBANY,NY,88.0,2,Day,Clear,Yard,,0,0,7228,62144,T303,42.630274,-73.763677999999999
LI,72660,2020-07-23,10:38 AM,Derailment,0,RICHMOND HILL,NY,86.0,2,Day,Cloudy,Yard,Light loco(s),3,10000,5808,15808,T111,40.697699999999998,-73.817899999999995
BNSF,RD0718107,2018-07-07,5:55 PM,Derailment,0,ADA,OK,71.0,3,Dusk,Clear,Main,Freight Train,44,23547,173260,196807,T109,34.742944000000001,-96.707408999999998
SLWC,171024002,2017-10-24,9:00 AM,Derailment,0,TULSA,OK,55.0,2,Day,Clear,Main,Freight Train,7,0,0,208000,T110,36.158571000000002,-95.985949000000005
BNSF,RD0724118,2024-07-16,11:25 AM,Derailment,0,TULSA,OK,90.0,2,Day,Clear,Yard,Yard/switching,7,2327,98141,100468,T205,36.120497999999998,-96.011319999999998
NS,119302,2016-02-10,3:45 AM,Derailment,1,CINCINNATI,OH,14.0,4,Dark,Snow,Yard,Freight Train,8,189954,0,195704,T207,39.143377999999998,-84.543969000000004
NS,145253,2022-05-12,6:00 PM,Derailment,0,SPRINGFIELD,OH,80.0,3,Dusk,Clear,Main,Freight Train,40,1315447,621968,1937415,T199,39.922477000000001,-83.852729999999994
NS,114779,2015-03-11,6:00 PM,Derailment,0,MORAINE,OH,64.0,3,Dusk,Clear,Yard,Yard/switching,8,6000,6778,12778,T110,39.706190999999997,-84.218682999999999
CSX,000165959,2017-01-13,9:34 PM,Derailment,0,MIDDLETOWN,OH,34.0,4,Dark,Rain,Industry,Freight Train,5,14411,628,15039,T110,39.488503000000001,-84.406030999999999
GTW,925636,2017-06-11,6:25 PM,Derailment,0,TOLEDO,OH,83.0,3,Dusk,Clear,Main,,0,0,9218,18618,T403,41.688147000000001,-83.501605999999995
GNBC,11302020G,2020-11-30,12:53 PM,Other impacts,0,CLINTON,OK,55.0,2,Day,Clear,Industry,Freight Train,3,0,68500,68500,T499,35.484729999999999,-98.974639999999994
WE,170047,2017-04-08,11:20 PM,Derailment,0,CARROLLTON,OH,30.0,4,Dark,Clear,Main,Light loco(s),6,493,15124,15617,T110,40.464306999999998,-81.187650000000005
SEPA,SEPA102021,2021-10-20,9:49 PM,Other (describe in narrative),0,PHILADELPHIA,PA,65.0,4,Dark,Clear,Main,EMU,50,0,16332,16332,T404,39.896523999999999,-75.240560000000002
CUOH,CUO550323R,2023-09-27,1:30 PM,Derailment,0,COLUMBUS,OH,70.0,2,Day,Cloudy,Yard,Freight Train,10,30000,0,56218,T101,39.908900000000003,-82.980630000000005
CSX,000201310,2021-11-15,7:14 AM,Derailment,0,CINCINNATI,OH,37.0,1,Dawn,Clear,Yard,Freight Train,10,97349,11601,108950,T207,39.149146000000002,-84.544456999999994
CSX,000139289,2014-12-23,5:45 AM,Derailment,0,NEW MIAMI,OH,50.0,4,Dark,Cloudy,Yard,Freight Train,9,29607,500,30107,T210,39.387968999999998,-84.556712000000005
CPKC,1001906306,2023-05-30,4:55 PM,Derailment,0,BALFOUR,ND,85.0,2,Day,Clear,Main,Freight Train,58,321431,13081,334512,T001,47.963853,-100.584326
LSI,73205,2024-05-12,9:00 AM,Derailment,0,PALMER,MI,60.0,2,Day,Cloudy,Industry,Freight Train,1,17113,30570,47683,T399,46.437798000000001,-87.657390000000007
CSX,000213783,2023-09-27,1:30 PM,Derailment,0,COLUMBUS,OH,66.0,2,Day,Cloudy,Yard,Cut of cars,0,4992,21226,56218,T101,39.972310999999998,-83.021134000000004
BNSF,HL0823110,2023-08-18,3:15 PM,Derailment,0,MUSKOGEE,OK,90.0,2,Day,Clear,Industry,Freight Train,7,11094,4500,15594,T110,35.738733000000003,-95.293616
UP,0123GL009,2023-01-01,9:05 AM,Derailment,0,CLINTON,IA,29.0,2,Day,Fog,Yard,Yard/switching,4,3365,30000,33365,T202,41.812351999999997,-90.231761000000006
TSU,212018,2018-10-29,1:05 PM,Derailment,0,TULSA,OK,75.0,2,Day,Clear,Main,Freight Train,7,3000,15000,18000,T111,36.067391999999998,-95.986429999999999
MNCW,76074,2021-12-03,4:08 PM,Derailment,0,CROTON ON HUDSON,NY,44.0,2,Day,Cloudy,Yard,Commuter Train - Pulling,10,83556,253669,337225,T110,41.186216999999999,-73.881057999999996
NJTR,202307281,2023-06-24,5:59 PM,Other (describe in narrative),0,NEW YORK NEW YORK,NY,77.0,2,Day,Clear,Main,EMU,5,13750,0,14825,T404,40.750734999999999,-73.994361999999995
CSX,000194270,2020-12-04,7:31 PM,Derailment,0,CLEVELAND,OH,40.0,3,Dusk,Cloudy,Yard,Freight Train,2,13023,263,13286,T101,41.571337999999997,-81.556839999999994
UP,0616PD004,2016-06-06,12:10 AM,Derailment,0,PORTLAND,OR,73.0,4,Dark,Clear,Yard,Yard/switching,4,7587,5062,12649,T316,45.592655999999998,-122.71230199999999
NS,139888,2020-12-02,5:15 AM,Derailment,1,MOSELLE,MS,25.0,1,Dawn,Clear,Main,Freight Train,42,1602044,643320,2245364,T207,31.511500999999999,-89.275443999999993
NYA,062017,2017-06-20,11:51 AM,Derailment,0,MEDFORD,NY,70.0,2,Day,Clear,Industry,Freight Train,7,3500,10000,13500,T205,40.807464000000003,-73.045767999999995
CSX,000181409,2019-02-17,1:06 PM,Derailment,0,WILLARD,OH,48.0,2,Day,Clear,Yard,Freight Train,8,172960,11412,184372,T110,41.063276999999999,-82.743520000000004
CSX,000186618,2019-11-16,3:13 PM,Derailment,0,NIAGARA FALLS,NY,26.0,3,Dusk,Cloudy,Yard,Freight Train,8,324402,4000,328402,T207,43.118651,-78.996527999999998
CSX,000219207,2024-07-11,2:25 AM,Derailment,0,CINCINNATI,OH,68.0,4,Dark,Cloudy,Yard,Yard/switching,5,91143,11806,102949,T202,39.111780000000003,-84.538470000000004
CWRO,201819,2018-04-01,12:30 PM,Derailment,0,CLEVELAND,OH,37.0,2,Day,Clear,Industry,Yard/switching,5,20000,7000,27000,T399,41.464700000000001,-81.671300000000002
NS,128609,2018-02-22,1:48 PM,Derailment,0,BELLEVUE,OH,36.0,2,Day,Cloudy,Yard,Yard/switching,3,53000,28720,81720,T301,41.288305999999999,-82.801342000000005
PW,PWR366117R,2017-07-14,3:30 AM,Derailment,0,NEW YORK -BRONX,NY,68.0,4,Dark,Cloudy,Yard,Freight Train,10,47898,0,50249,T311,40.804147,-73.908687
UP,0317NP042,2017-03-27,12:14 PM,Derailment,0,GLENVIL,NE,45.0,2,Day,Cloudy,Yard,Yard/switching,4,80596,11255,91851,T111,40.539155000000001,-98.304142999999996
NS,136542,2019-12-17,3:55 AM,Derailment,0,OWEGO,NY,28.0,4,Dark,Snow,Industry,Freight Train,7,0,13098,13098,T314,42.105606999999999,-76.274852999999993
CSX,000218439,2024-06-01,5:26 PM,Derailment,0,WEST MANSFIELD,OH,77.0,2,Day,Cloudy,Main,Freight Train,42,1109351,378940,1488291,T001,40.413089999999997,-83.548826000000005
