reportingrailroadcode,accidentnumber,date,time,accidenttype,hazmatreleasedcars,station,stateabbr,temperature,visibility_code,visibility,weathercondition,tracktype,equipmenttype,trainspeed,equipmentdamagecost,trackdamagecost,totaldamagecost,primaryaccidentcausecode,latitude,longitude
CSX,000202589,2022-01-22,10:00 AM,Other impacts,0,NASHVILLE,TN,26.0,2,Day,Clear,Yard,Yard/switching,7,14000,0,14000,M201,36.112136,-86.770713000000001
CSX,000154639,2015-11-24,6:30 PM,Hwy-rail crossing,0,BROWNSVILLE,TN,62.0,4,Dark,Cloudy,Main,Freight Train,45,9542,6050,15592,M302,35.542084000000003,-89.286124000000001
CSX,000198730,2021-02-11,8:14 PM,Other impacts,0,NASHVILLE,TN,40.0,4,Dark,Cloudy,Yard,Cut of cars,5,15417,0,15417,M201,36.112141999999999,-86.770736999999997
CSX,000200286,2021-09-23,7:55 PM,Derailment,0,HAMILTON,OH,59.0,3,Dusk,Cloudy,Main,Freight Train,10,13247,1377,14624,M201,39.387621000000003,-84.556584000000001
CSX,000155069,2015-12-10,9:31 AM,Derailment,0,FOSTORIA,OH,50.0,2,Day,Clear,Main,Freight Train,6,9862,14738,24600,E67C,41.143666000000003,-83.350326999999993
BNSF,MT1115104,2015-11-17,8:45 PM,Derailment,0,HAVRE,MT,30.0,4,Dark,Clear,Yard,Light loco(s),5,40000,0,40000,E64L,48.553840999999998,-109.668618
BNSF,HL0823117,2023-08-31,5:58 AM,Derailment,0,MEMPHIS,TN,75.0,1,Dawn,Clear,Yard,Yard/switching,3,11499,1500,12999,H704,35.021711000000003,-89.892409000000001
CSX,000210467,2023-03-25,7:30 AM,Obstruction,0,CHATTANOOGA,TN,50.0,4,Dark,Rain,Main,Freight Train,25,42267,0,42267,M404,35.074890000000003,-85.252449999999996
UP,0616HO019,2016-06-09,1:48 AM,Derailment,0,HOUSTON,TX,70.0,4,Dark,Cloudy,Yard,Freight Train,6,120306,0,251992,H702,29.789974000000001,-95.298225000000002
BNSF,SF0815102,2015-08-07,6:05 PM,Derailment,0,MEMPHIS,TN,90.0,3,Dusk,Clear,Yard,Yard/switching,8,37299,6950,44249,E76L,35.016891999999999,-89.886329000000003
CP,1001728010,2022-07-12,8:28 AM,Raking collision,0,BENSENVILLE,IL,73.0,2,Day,Cloudy,Yard,Freight Train,0,6611,1502,20866,H306,41.945073000000001,-87.892272000000006
CSX,000167908,2017-03-31,5:30 PM,Derailment,0,NASHVILLE,TN,63.0,2,Day,Cloudy,Yard,Cut of cars,9,25554,128,25682,E02C,36.112141999999999,-86.770736999999997
SEPA,32457,2019-03-02,3:28 PM,Fire/violent rupture,0,CROYDON,PA,37.0,2,Day,Cloudy,Main,EMU,0,13000,0,13000,E71L,40.093558999999999,-74.906799000000007
CSX,000176248,2018-05-07,10:43 AM,Derailment,0,NORTH CHARLESTON,SC,70.0,2,Day,Clear,Yard,Yard/switching,4,106838,7302,114140,H503,32.856969999999997,-80.022953999999999
NS,143113,2021-10-10,11:00 PM,Other (describe in narrative),0,COLUMBIA,SC,66.0,4,Dark,Clear,Yard,Yard/switching,8,24766,92470,117236,H306,33.964143,-80.985304999999997
UP,0115SL003,2015-01-06,9:15 AM,Other (describe in narrative),0,POPLAR BLUFF,MO,35.0,2,Day,Clear,Yard,Freight Train,7,12557,0,12557,E22L,36.727393999999997,-90.419764999999998
NS,151546,2022-11-24,2:52 PM,Other impacts,0,CHATTANOOGA,TN,67.0,2,Day,Clear,Yard,Yard/switching,3,16000,0,17400,M411,35.072249999999997,-85.255534999999995
CSX,000176136,2018-05-01,10:20 PM,Derailment,0,NASHVILLE,TN,60.0,4,Dark,Clear,Yard,Yard/switching,7,77646,2814,80460,E30C,36.112141999999999,-86.770736999999997
KCS,15100101,2015-10-01,7:35 AM,Derailment,0,HOUSTON,TX,87.0,2,Day,Clear,Main,Freight Train,10,63775,0,301070,M507,29.810558,-95.262275000000002
UP,1017HO009,2017-10-10,5:45 AM,Hwy-rail crossing,0,JACKSONVILLE,TX,64.0,4,Dark,Clear,Main,Freight Train,19,1000,20222,21222,M302,31.915724999999998,-95.377718000000002
BNSF,CH0816106,2016-08-11,10:55 AM,Derailment,0,CHICAGO,IL,84.0,2,Day,Clear,Yard,Freight Train,5,44965,13247,58212,H504,41.810141000000002,-87.714405999999997
UP,0516HO001,2016-05-01,8:20 AM,Derailment,0,TROUP,TX,72.0,2,Day,Cloudy,Main,Freight Train,43,1098225,483101,1581326,M103,32.195422999999998,-95.097864000000001
UP,1117HO028,2017-11-22,8:40 PM,Other impacts,0,SPRING,TX,55.0,4,Dark,Clear,Yard,Freight Train,9,97866,40082,171266,H310,30.061664,-95.412611999999996
URR,21110,2021-08-26,3:07 AM,Derailment,0,WEST MIFFLIN,PA,72.0,4,Dark,Cloudy,Industry,Yard/switching,5,18294,40000,58294,H704,40.329728000000003,-79.900074000000004
UP,0322PN004,2022-03-05,4:22 AM,Other impacts,0,EUGENE,OR,41.0,1,Dawn,Cloudy,Yard,Freight Train,7,39481,0,70823,H301,44.082510999999997,-123.148597
NS,115909,2015-06-03,12:04 AM,Derailment,0,WEST FAIRVIEW,PA,55.0,4,Dark,Cloudy,Yard,Yard/switching,7,256,27415,27671,H306,40.279833000000004,-76.922471000000002
NS,135111,2019-08-15,5:05 PM,Derailment,0,BALTIMORE,MD,85.0,3,Dusk,Clear,Yard,Freight Train,4,10810,2000,12810,H507,39.295743999999999,-76.554670999999999
CSX,000181268,2019-02-08,8:49 PM,Other (describe in narrative),0,IRWIN,PA,19.0,4,Dark,Clear,Main,Freight Train,24,12827,0,12827,M101,40.296523999999998,-79.782968999999994
UP,0916KC008,2016-09-12,9:31 AM,Hwy-rail crossing,0,STRATFORD,TX,75.0,2,Day,Clear,Main,Freight Train,43,5210,56785,61995,M302,36.235340000000001,-102.238331
ATK,165993,2020-12-07,1:40 PM,Derailment,0,PHILADELPHIA,PA,42.0,2,Day,Clear,Yard,Light loco(s),5,85736,7650,93386,H303,39.958993,-75.182727999999997
CSX,000156627,2016-01-30,7:15 AM,Derailment,0,ETOWAH,TN,65.0,4,Dark,Clear,Yard,Freight Train,4,47852,8540,56392,M204,35.328131999999997,-84.521392000000006
NS,142953,2021-09-27,1:10 AM,Other (describe in narrative),0,MASCOT,TN,57.0,4,Dark,Clear,Yard,Yard/switching,4,190,11326,11516,H702,36.033043999999997,-83.817204000000004
WNYP,W2019005,2019-02-06,11:40 AM,Derailment,0,EMPORIUM,PA,20.0,2,Day,Cloudy,Siding,Freight Train,7,3542,11470,15012,E64C,41.508519999999997,-78.222767000000005
DAIR,022023,2023-08-30,3:54 PM,Derailment,0,NO SIOUX CITY,SD,85.0,2,Day,Clear,Siding,Freight Train,10,891684,211700,1103384,M507,42.528595000000003,-96.483208000000005
UP,0316HO030,2016-03-31,8:00 PM,Derailment,0,HOUSTON,TX,78.0,4,Dark,Cloudy,Yard,Yard/switching,3,25730,4575,30305,M101,29.809747000000002,-95.297743999999994
NS,141261,2021-04-17,5:50 AM,Other impacts,0,BELLEVUE,OH,39.0,1,Dawn,Clear,Yard,Cut of cars,0,600,0,25382,H312,41.29034,-82.788150999999999
UP,0823PN023,2023-08-23,3:45 AM,Other impacts,0,PORTLAND,OR,60.0,4,Dark,Clear,Yard,Yard/switching,4,56605,0,56605,H318,45.552663000000003,-122.692864
BNSF,GC1214101,2014-12-08,11:45 PM,Derailment,0,BROWNWOOD,TX,42.0,4,Dark,Clear,Yard,Yard/switching,5,14583,800,15383,H318,31.716851999999999,-98.973476000000005
CSX,000194614,2020-12-22,11:00 AM,Derailment,0,FAIRFIELD,PA,41.0,2,Day,Cloudy,Main,Single Car,2,47007,500,590552,H021,39.752257,-77.453422000000003
NS,146057,2022-08-02,7:30 AM,Derailment,0,WEST FAIRVIEW,PA,85.0,1,Dawn,Clear,Yard,Yard/switching,6,15750,3350,19100,H504,40.279831999999999,-76.922471999999999
CSX,000215383,2024-01-05,12:00 AM,Other impacts,0,NEW CASTLE,PA,32.0,4,Dark,Cloudy,Yard,Single Car,4,42126,0,42626,H318,40.969831999999997,-80.372766999999996
IAIS,2016041,2016-08-05,5:45 PM,Other impacts,0,SILVIS,IL,85.0,3,Dusk,Clear,Yard,Light loco(s),2,60000,0,60000,H017,41.510209000000003,-90.398696999999999
CSX,000213894,2023-10-05,6:50 PM,Derailment,0,NORTH CHARLESTON,SC,75.0,3,Dusk,Clear,Yard,Yard/switching,5,15042,1554,16596,H704,32.846128999999998,-79.968543999999994
CSX,000145331,2015-04-23,2:50 AM,Side collision,0,FLORENCE,SC,60.0,4,Dark,Clear,Yard,Freight Train,4,31190,2251,144333,M504,34.199168,-79.761369999999999
CSX,000205344,2022-06-04,2:15 AM,Hwy-rail crossing,0,NASHVILLE,TN,65.0,4,Dark,Clear,Main,Freight Train,7,16024,592,16616,M308,36.090331999999997,-86.750158999999996
BNSF,TX0915104,2015-09-21,5:30 AM,Side collision,0,JUSTIN,TX,70.0,4,Dark,Cloudy,Yard,Light loco(s),7,45000,6000,96000,H607,33.008322,-97.353690999999998
UP,0221PN027,2021-02-20,10:55 AM,Other impacts,0,STANFIELD,OR,29.0,2,Day,Cloudy,Yard,Cut of cars,0,65338,0,168514,E30C,45.795178,-119.257077
UP,0116HO032,2016-01-23,1:21 AM,Hwy-rail crossing,0,HUMBLE,TX,39.0,4,Dark,Clear,Main,Freight Train,59,573,100000,100573,M308,29.891116,-95.306633000000005
CSX,000202890,2022-02-04,6:30 AM,Derailment,0,SPARTANBURG,SC,53.0,1,Dawn,Cloudy,Yard,Freight Train,8,97841,0,97841,H019,34.949145999999999,-81.936775999999995
NS,151689,2022-12-12,1:45 AM,Other (describe in narrative),0,SAXON,SC,46.0,4,Dark,Fog,Yard,Cut of cars,3,8928,44059,52987,H702,34.961143999999997,-81.957402999999999
EJR,EJR111816,2016-11-18,12:30 AM,Other impacts,0,BAYONNE,NJ,55.0,4,Dark,Cloudy,Yard,Freight Train,5,60000,0,60000,H017,40.657299999999999,-74.101799999999997
ATK,172800,2022-11-17,9:04 PM,Derailment,0,EUGENE,OR,33.0,4,Dark,Clear,Yard,Passenger Train - Pulling,5,60428,0,60560,H607,44.071570000000001,-123.13545999999999
BNSF,PR0119125,2019-01-28,4:00 AM,Derailment,0,EDGEMONT,SD,15.0,1,Dawn,Clear,Yard,Freight Train,1,16081,100000,116081,H607,43.287852999999998,-103.82645100000001
UP,0122GP017,2022-01-11,4:40 PM,Derailment,0,FAIRFIELD,NE,55.0,2,Day,Clear,Main,Freight Train,50,3646,132700,136346,E86C,40.444133000000001,-98.137089000000003
UP,1117PD023,2017-11-13,6:50 PM,Derailment,0,PORTLAND,OR,23.0,4,Dark,Clear,Yard,Yard/switching,4,55861,1155,57016,H704,45.604931999999998,-122.74825300000001
NS,156656,2024-05-10,12:45 AM,Other impacts,0,OAKWOD,MI,50.0,4,Dark,Clear,Yard,Freight Train,0,34000,0,55800,H306,42.279663999999997,-83.167820000000006
CSX,000167990,2017-04-04,10:30 AM,Side collision,0,MOBILE,AL,75.0,2,Day,Clear,Yard,Yard/switching,2,48600,0,81785,H307,30.711373999999999,-88.046531999999999
CSX,000170469,2017-07-25,10:50 AM,Other impacts,0,INDIANAPOLIS,IN,72.0,2,Day,Cloudy,Yard,Single Car,6,0,328,15386,E04C,39.759791,-86.327526000000006
NS,140998,2021-03-21,2:03 AM,Derailment,0,CHATTANOOGA,TN,48.0,4,Dark,Clear,Yard,Light loco(s),1,14260,0,14260,H018,35.082988999999998,-85.244258000000002
BNSF,TC0922104,2022-09-18,1:15 AM,Derailment,0,UTICA,SD,65.0,4,Dark,Clear,Main,Freight Train,23,549824,171284,721108,T216,42.978496,-97.493536000000006
CSX,000212408,2023-07-18,4:25 PM,Derailment,0,NASHVILLE,TN,83.0,3,Dusk,Cloudy,Yard,Freight Train,6,310062,119007,429069,E64C,36.112136,-86.770713000000001
BNSF,HL1020107,2020-10-09,11:21 PM,Derailment,0,MEMPHIS,TN,66.0,4,Dark,Rain,Main,,0,0,92622,103422,E48C,35.127007999999996,-90.063511000000005
CUOH,CUO734224D,2024-03-13,3:42 AM,Derailment,0,AMSTERDAM,OH,46.0,4,Dark,Clear,Main,Freight Train,9,0,39261,39261,T221,40.391238999999999,-80.902953999999994
BNSF,KS0316106,2016-03-21,1:15 AM,Side collision,0,AMARILLO,TX,38.0,4,Dark,Clear,Yard,Light loco(s),8,4185,0,24038,H607,35.191656000000002,-101.831324
CSX,000184281,2019-07-20,9:30 PM,Hwy-rail crossing,0,HARDEEVILLE,SC,80.0,4,Dark,Clear,Main,,0,0,97,11495,M302,32.259346999999998,-81.107491999999993
NS,134417,2019-06-20,3:15 PM,Other (describe in narrative),0,MASCOT,TN,75.0,2,Day,Cloudy,Yard,Freight Train,4,11883,22332,34215,H702,36.033005000000003,-83.817278000000002
CORP,COR537420D,2020-09-02,2:22 AM,Derailment,0,GLENDALE,OR,58.0,4,Dark,Clear,Main,Freight Train,10,6960,13900,20860,E47C,42.740797999999998,-123.435355
NS,116602,2015-07-20,1:30 AM,Derailment,0,STOBO,PA,75.0,4,Dark,Clear,Yard,Yard/switching,5,82045,165402,247447,M405,40.672361000000002,-80.251825999999994
CSX,000211454,2023-05-25,11:23 AM,Hwy-rail crossing,0,MEMPHIS,TN,80.0,2,Day,Clear,Main,Light loco(s),47,274,145868,146142,M308,35.190370000000001,-89.890899000000005
CSX,000196621,2021-03-27,3:17 AM,Derailment,0,MADISON,TN,60.0,4,Dark,Cloudy,Main,Freight Train,27,650651,0,1379358,E04C,36.244176000000003,-86.724964999999997
NJTR,202210394,2022-09-27,8:45 AM,Derailment,0,MORRISVILLE,PA,51.0,2,Day,Clear,Yard,Commuter Train - Pulling,5,25933,0,25933,H607,40.194845000000001,-74.792465000000007
NJTR,201811516,2018-10-24,12:03 AM,Derailment,0,KEARNY,NJ,57.0,4,Dark,Cloudy,Yard,Yard/switching,8,56300,75476,131776,H704,40.744346999999998,-74.107748999999998
UP,0519PN015,2019-05-17,7:15 AM,Obstruction,0,UMATILLA,OR,53.0,2,Day,Rain,Main,Freight Train,40,21875,613,22488,M101,45.942214,-119.07365900000001
BNSF,RD0518121,2018-05-23,4:00 PM,Derailment,0,TULSA,OK,89.0,2,Day,Clear,Yard,Yard/switching,5,1681,34000,35681,H307,36.121135000000002,-96.010379999999998
ATK,180312,2024-05-15,3:20 PM,Other (describe in narrative),0,HARRISBURG,PA,68.0,2,Day,Clear,Main,,0,0,35000,35000,H996,40.267747999999997,-76.879911000000007
CSX,000184496,2019-07-30,8:30 PM,Derailment,0,BALTIMORE,MD,90.0,4,Dark,Clear,Main,Yard/switching,8,8741,4920,13661,M204,39.241579999999999,-76.620423000000002
NS,145383,2022-05-27,5:45 PM,Other impacts,0,CONWAY,PA,72.0,3,Dusk,Clear,Yard,Single Car,0,80666,0,81129,M411,40.672361000000002,-80.251825999999994
CSX,000216112,2024-02-09,3:02 AM,Other impacts,0,NASHVILLE,TN,55.0,4,Dark,Clear,Yard,Yard/switching,6,37985,4023,71309,H510,36.112136,-86.770713000000001
CSX,000166603,2017-02-07,1:50 PM,Obstruction,0,SOUTH PITTSBURG,TN,60.0,2,Day,Rain,Main,Maint./inspect Car,20,54950,0,54950,H993,34.995424999999997,-85.620934000000005
ATK,151068,2017-12-20,7:42 AM,Hwy-rail crossing,0,WINDCREST,TX,50.0,1,Dawn,Fog,Main,Passenger Train - Pulling,40,23820,0,24036,M302,29.503273,-98.399888000000004
UP,0617FW033,2017-06-29,7:18 PM,Derailment,0,FORT WORTH,TX,90.0,3,Dusk,Clear,Yard,Yard/switching,10,39315,8669,47984,T219,32.724741999999999,-97.374651999999998
NS,127439,2017-11-16,11:00 AM,Derailment,0,CONWAY,PA,45.0,2,Day,Clear,Yard,Yard/switching,7,3675,13136,16811,M411,40.672356000000001,-80.251823000000002
KCS,20042402,2020-04-24,7:27 AM,Derailment,0,SHREVEPORT,LA,58.0,2,Day,Clear,Main,,0,0,10786,121543,H524,32.514600000000002,-93.744517999999999
NS,134801,2019-07-21,8:30 PM,Derailment,0,RHEATOWN,TN,86.0,4,Dark,Clear,Main,Freight Train,29,10000,2792,12792,E39C,36.198422000000001,-82.709080999999998
NS,121458,2016-07-28,9:15 PM,Derailment,0,SPRING CITY,TN,85.0,4,Dark,Clear,Main,Freight Train,46,3249873,2478279,5728152,E61C,35.696644999999997,-84.857456999999997
CSX,000170035,2017-07-05,3:00 AM,Other impacts,0,NORTH CHARLESTON,SC,80.0,4,Dark,Clear,Yard,Yard/switching,5,15000,0,42927,H020,32.856969999999997,-80.022953999999999
CSX,000209675,2023-02-06,12:23 PM,Derailment,0,HAMILTON,OH,50.0,2,Day,Clear,Main,Freight Train,1,28368,9081,37449,H019,39.427453999999997,-84.537002999999999
ATK,158717,2019-04-29,12:04 PM,Side collision,0,PHILADELPHIA,PA,61.0,2,Day,Clear,Yard,Light loco(s),4,40001,11625,63747,H306,39.953147999999999,-75.138801999999998
UP,0316PD007,2016-03-07,11:00 AM,Other impacts,0,PORTLAND,OR,55.0,2,Day,Clear,Yard,Light loco(s),0,21129,0,22934,H312,45.544302000000002,-122.684116
NS,137087,2020-02-07,12:57 PM,Obstruction,0,COLUMBIA,SC,60.0,2,Day,Clear,Main,Freight Train,38,318850,404264,723114,M404,34.070456999999998,-81.081917000000004
CSX,000193998,2020-11-23,1:00 AM,Rear end collision,0,FLORENCE,SC,50.0,4,Dark,Clear,Yard,Freight Train,0,132,0,29868,H307,34.198275000000002,-79.762501999999998
NS,141751,2021-06-02,11:53 PM,Other impacts,0,HARRISBURG,PA,68.0,4,Dark,Clear,Industry,Freight Train,5,78319,333,78652,M208,40.259354000000002,-76.873660999999998
NS,145127,2022-04-30,9:51 AM,Other impacts,0,MASCOT,TN,72.0,2,Day,Clear,Yard,Yard/switching,3,3017,0,28017,H307,36.033043999999997,-83.817204000000004
UP,0719PN008,2019-07-11,12:56 AM,Other impacts,0,HERMISTON,OR,76.0,4,Dark,Cloudy,Yard,Single Car,0,46522,798,47479,H312,45.797603000000002,-119.299522
UP,0516LK007,2016-05-04,4:03 AM,Obstruction,0,REDWATER,TX,65.0,4,Dark,Cloudy,Main,Freight Train,50,22095,0,22095,M101,33.353853999999998,-94.272418999999999
ATK,165854,2020-11-02,2:50 PM,Derailment,0,PHILADELPHIA,PA,65.0,2,Day,Clear,Yard,Yard/switching,4,12000,0,12000,M201,39.960600999999997,-75.182714000000004
NS,128345,2018-01-31,7:00 AM,Other (describe in narrative),0,CONWAY,PA,14.0,1,Dawn,Cloudy,Yard,Light loco(s),4,14932,1500,16432,H702,40.672356000000001,-80.251823000000002
UP,0417HO009,2017-04-09,11:09 AM,Other impacts,0,HOUSTON,TX,75.0,2,Day,Cloudy,Yard,Yard/switching,10,75456,0,418401,H307,29.810248999999999,-95.288652999999996
ATK,136487,2015-02-27,3:40 PM,Derailment,0,PHILADELPHIA,PA,27.0,2,Day,Clear,Yard,Light loco(s),2,31300,0,31300,M101,39.957023999999997,-75.183434000000005
NS,126397,2017-08-26,6:15 PM,Derailment,0,CONWAY,PA,70.0,3,Dusk,Clear,Yard,Yard/switching,4,37460,40328,77788,H704,40.672356000000001,-80.251823000000002
BNSF,SW0217103,2017-02-08,11:50 PM,Derailment,0,GALLUP,NM,38.0,4,Dark,Clear,Yard,Freight Train,9,18000,28000,46000,H307,35.526114999999997,-108.74972
NS,146473,2022-09-12,10:30 PM,Other (describe in narrative),0,NORTH CHARLESTON,SC,72.0,4,Dark,Clear,Yard,Freight Train,9,9217,5982,15199,H702,32.867705000000001,-79.999531000000005
UP,0717HO007,2017-07-07,3:39 AM,Hwy-rail crossing,0,SPRING,TX,85.0,4,Dark,Clear,Main,Freight Train,19,4188,15100,19288,M308,30.096730000000001,-95.506709999999998
UP,0317FW037,2017-03-29,5:40 PM,Derailment,5,MALAKOFF,TX,81.0,2,Day,Cloudy,Main,Freight Train,46,1573067,421514,1994581,M599,32.168728000000002,-96.012366
CSX,000210154,2023-03-02,12:15 PM,Derailment,0,NORTH CHARLESTON,SC,65.0,2,Day,Clear,Yard,Yard/switching,5,22932,0,22932,H306,32.856946999999998,-80.022919000000002
IC,985311,2019-01-12,4:00 AM,Other (describe in narrative),0,SOUTH FULTON,TN,37.0,4,Dark,Clear,Main,Freight Train,5,0,15535,15535,H702,36.470776000000001,-88.915079000000006
NS,152975,2023-05-01,11:15 AM,Rear end collision,0,ALEXANDRIA,PA,39.0,2,Day,Sleet,Main,Freight Train,0,5200,0,290275,H605,40.602179,-78.131050999999999
NS,129463,2018-05-14,7:25 PM,Derailment,0,BRAVE,PA,67.0,3,Dusk,Cloudy,Industry,Freight Train,10,100000,6618,106618,M101,39.721299999999999,-80.275041000000002
BNSF,TX0116102,2016-01-05,11:00 AM,Derailment,0,DUNCANVILLE,TX,40.0,2,Day,Clear,Yard,Cut of cars,4,63966,3500,67466,H020,32.689452000000003,-96.904955000000001
NS,122490,2016-10-21,2:05 PM,Hwy-rail crossing,0,MT. HOLLY SPRINGS,PA,72.0,2,Day,Cloudy,Main,Freight Train,27,1879,60623,62502,M303,40.113894000000002,-77.284288000000004
BNSF,KS1115114,2015-11-12,4:45 AM,Other (describe in narrative),0,SLATON,TX,42.0,1,Dawn,Clear,Yard,Light loco(s),5,11461,0,11461,H525,33.442661000000001,-101.638103
BNSF,RD0418123,2018-04-23,7:40 PM,Derailment,0,FORT WORTH,TX,65.0,3,Dusk,Clear,Yard,Freight Train,7,11324,1500,12824,M409,32.828623,-97.335547000000005
CSX,000158958,2016-04-12,8:45 AM,Derailment,0,HAMLET,NC,58.0,2,Day,Rain,Yard,Yard/switching,4,16520,1645,18165,E04C,34.925491000000001,-79.646586999999997
NS,143439,2021-11-12,7:45 AM,Derailment,0,SANKERTOWN,PA,40.0,1,Dawn,Clear,Main,Freight Train,11,162782,48035,210817,H507,40.474316000000002,-78.582024000000004
NS,156437,2024-04-21,9:48 AM,Other impacts,0,CONWAY,PA,47.0,2,Day,Cloudy,Yard,Single Car,7,8700,0,23100,S016,40.672362,-80.251825999999994
CSX,000156252,2016-01-15,2:00 PM,Side collision,0,GEORGETOWN,SC,50.0,2,Day,Rain,Industry,Cut of cars,5,0,0,124300,M105,33.332801000000003,-79.374769000000001
BNSF,HL0820107,2020-08-10,10:30 PM,Derailment,0,MEMPHIS,TN,82.0,4,Dark,Clear,Yard,Cut of cars,0,3000,0,18000,E06C,35.036355999999998,-89.909083999999993
TRRA,20021,2020-07-25,1:40 AM,Derailment,0,MADISON,IL,80.0,4,Dark,Cloudy,Yard,,0,0,28500,41500,E46C,38.675291000000001,-90.162175000000005
CSX,000193998,2020-11-23,1:00 AM,Rear end collision,1,FLORENCE,SC,50.0,4,Dark,Clear,Yard,Yard/switching,10,29736,0,29868,H307,34.198275000000002,-79.762501999999998
UP,0317SA012,2017-03-12,1:24 PM,Hwy-rail crossing,0,COTULLA,TX,64.0,2,Day,Cloudy,Main,Freight Train,59,15000,0,15000,M302,28.602183,-99.189646999999994
UP,0322GL006,2022-03-05,5:15 AM,Other impacts,0,CEDAR RAPIDS,IA,45.0,1,Dawn,Cloudy,Yard,Freight Train,9,92295,35400,306840,H307,41.919798999999998,-91.767628000000002
UP,0816HO017,2016-08-08,6:05 AM,Derailment,0,HOUSTON,TX,90.0,2,Day,Clear,Main,Freight Train,4,42901,210559,253460,H707,29.757045000000002,-95.294606000000002
NS,153868,2023-08-09,9:34 AM,Side collision,0,ELKHART,IN,76.0,2,Day,Clear,Yard,Freight Train,5,8361,500,13744,H307,41.677391999999998,-85.978437
FEC,X19060519,2019-06-05,9:30 AM,Hwy-rail crossing,0,MIAMI-DADE,FL,80.0,2,Day,Clear,Main,,0,0,14132,39591,M303,25.532698,-80.101438999999999
ATK,162054,2019-11-21,3:13 PM,Obstruction,0,GERMANTOWN,NY,40.0,2,Day,Clear,Main,Passenger Train - Pulling,80,15352,0,15352,M404,42.143098000000002,-73.894017000000005
UP,0416SA023,2016-04-30,9:00 AM,Derailment,0,MCNEIL,TX,85.0,2,Day,Clear,Main,,0,0,804803,832803,T222,30.453581,-97.720416999999998
TXNW,TXNW160805,2016-08-05,4:00 AM,Derailment,0,ETTER,TX,65.0,4,Dark,Cloudy,Yard,,0,0,0,64800,H307,36.023550999999998,-101.97565899999999
NS,144449,2022-02-19,2:00 PM,Other (describe in narrative),0,WEST FAIRVIEW,PA,36.0,2,Day,Clear,Yard,Freight Train,4,22816,2831,25647,H702,40.279806999999998,-76.922450999999995
BNSF,HL0821105,2021-08-09,2:20 PM,Derailment,0,MEMPHIS,TN,87.0,2,Day,Clear,Yard,Light loco(s),2,500,24800,25300,H307,35.026470000000003,-89.896679000000006
BNSF,RD0317117,2017-03-22,4:00 PM,Derailment,0,GALVESTON,TX,80.0,2,Day,Clear,Yard,Light loco(s),0,1000,0,40279,H607,29.295399,-94.835864999999998
UP,0816SA023,2016-08-31,9:41 PM,Derailment,0,VICTORIA,TX,86.0,4,Dark,Clear,Industry,Spec. MoW Equip.,4,19123,0,19123,H305,28.825374,-97.005200000000002
CSX,000184659,2019-08-10,8:30 PM,Side collision,0,CHATTANOOGA,TN,90.0,3,Dusk,Clear,Yard,Freight Train,2,60060,128,65550,H999,35.012658000000002,-85.371482999999998
CSX,000177077,2018-06-17,4:15 PM,Derailment,0,CORNERSVILLE,TN,85.0,2,Day,Clear,Siding,Freight Train,0,44881,79528,546157,T213,35.340719999999997,-86.845115000000007
WE,150147,2015-11-06,5:00 AM,Obstruction,0,AVELLA,PA,45.0,4,Dark,Clear,Main,Freight Train,25,13453,674,14127,M101,40.270913999999998,-80.489891
BNSF,NW0918110,2018-09-18,2:45 PM,Derailment,0,KLAMATH FALLS,OR,65.0,2,Day,Clear,Yard,Freight Train,0,9931,0,491034,H503,42.189205000000001,-121.762282
CSX,000185821,2019-10-07,10:00 AM,Other impacts,0,PHILADELPHIA,PA,73.0,2,Day,Cloudy,Yard,Yard/switching,4,8957,0,54511,H318,39.898302000000001,-75.167339999999996
BNSF,HL0220117,2020-02-24,6:30 AM,Derailment,0,MEMPHIS,TN,45.0,1,Dawn,Rain,Yard,Yard/switching,5,560,24076,24636,E31C,35.025976999999997,-89.892538999999999
CSX,000163387,2016-10-05,6:07 PM,Derailment,0,CHATTANOOGA,TN,85.0,3,Dusk,Clear,Yard,Cut of cars,0,22443,17800,143825,H518,35.012658000000002,-85.371482999999998
NS,154421,2023-10-05,8:30 PM,Other (describe in narrative),0,CONWAY,PA,70.0,4,Dark,Clear,Yard,Yard/switching,2,16717,11944,28661,H702,40.658932,-80.243438999999995
NS,157059,2024-06-14,12:17 AM,Hwy-rail crossing,0,BLUFF CITY,TN,68.0,4,Dark,Clear,Main,Freight Train,31,200,16500,16700,M302,36.463621000000003,-82.273390000000006
NS,130588,2018-08-15,6:48 AM,Derailment,0,HERSHEY,PA,78.0,1,Dawn,Clear,Main,Freight Train,38,18810,0,18810,E27C,40.278570000000002,-76.667452999999995
NS,122091,2016-09-17,9:20 AM,Derailment,0,ALTOONA,PA,72.0,2,Day,Clear,Yard,Yard/switching,4,26985,3132,30117,H306,40.540629000000003,-78.376492999999996
UP,0322PN002,2022-03-03,4:50 AM,Other impacts,0,STANFIELD,OR,49.0,1,Dawn,Rain,Yard,Yard/switching,0,15285,198,16206,H020,45.795324999999998,-119.25663299999999
BNSF,NW0323108,2023-03-12,5:00 PM,Derailment,0,BEND,OR,35.0,3,Dusk,Rain,Yard,Freight Train,5,15785,0,15785,H514,44.028917999999997,-121.28909299999999
SEPA,17514,2015-02-15,1:15 PM,Other (describe in narrative),0,CHESTER,PA,8.0,2,Day,Clear,Main,Passenger Train - Pulling,0,10500,0,15213,M404,39.844185000000003,-75.371802000000002
